House Code,House Heads Code,House  Description,Date Processed,Items Number,Number of  Packages,Goods Description 1,Items Cif Ghc,Amount Paid Ghc,Country  Destinaton
,,,4/29/2010 04:39PM,1,8000,"MAIN CROP RAW COCOA BEANS(8,000 BAGS X 62.5/BAG)",2361373.05,0.00,EE
,,,4/29/2010 04:39PM,1,8000,"MAIN CROP RAW COCOA BEANS(8,000 BAGS X 62.5/BAG)",2361373.05,0.00,EE
,,,4/29/2010 04:39PM,1,8000,"MAIN CROP RAW COCOA BEANS(8,000 BAGS X 62.5/BAG)",2361373.05,0.00,EE
,,,4/29/2010 04:39PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5/BAG)",1033777.89,0.00,EE
,,,4/29/2010 04:39PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5/BAG)",1033777.89,0.00,EE
,,,4/29/2010 04:39PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5/BAG)",1033777.89,0.00,EE
,,,4/29/2010 04:39PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5/BAG)",1033777.89,0.00,EE
,,,4/29/2010 04:39PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5/BAG)",995089.86,0.00,EE
,,,4/29/2010 04:39PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5/BAG)",995089.86,0.00,EE
,,,4/29/2010 04:39PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5/BAG)",1087723.59,0.00,EE
,,,4/29/2010 04:39PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5/BAG)",1087723.59,0.00,EE
,,,4/29/2010 04:39PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5/BAG)",1087723.59,0.00,EE
,,,4/29/2010 04:39PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5/BAG)",1087723.59,0.00,EE
,,,4/29/2010 04:39PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5/BAG)",1087723.59,0.00,EE
,,,4/29/2010 04:39PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5/BAG)",1091366.25,0.00,DE
,,,4/29/2010 04:39PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5/BAG)",1016470.61,0.00,MY
,,,4/29/2010 04:39PM,1,3200,"MAIN CROP RAW COCOA BEANS(3,200 BAGS X 62.5/BAG)",944658.00,0.00,NL
,,,4/29/2010 04:39PM,1,3200,"MAIN CROP RAW COCOA BEANS(3,200 BAGS X 62.5/BAG)",944658.00,0.00,NL
,,,4/29/2010 04:39PM,1,1600,"MAIN CROP RAW COCOA BEANS(1,600 BAGS X 62.5/BAG)",472329.00,0.00,DE
,,,4/29/2010 04:39PM,1,200,MAIN CROP RAW COOA BEANS(200 BAGS X 62.5/BAG),50811.15,0.00,IT
,,,4/29/2010 04:39PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5/BAG)",1109257.50,0.00,US
,,,4/29/2010 04:39PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5/BAG)",1109257.50,0.00,US
,,,4/29/2010 04:39PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5/BAG)",1087723.59,0.00,EE
,,,4/29/2010 04:39PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5/BAG)",1109257.50,0.00,US
,,,4/29/2010 04:39PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5/BAG)",1109257.50,0.00,US
,,,4/29/2010 04:39PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5/BAG)",1109257.50,0.00,US
,,,4/29/2010 04:39PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5/BAG)",1109257.50,0.00,US
,,,4/29/2010 04:39PM,1,4000,"MAIN CROP RAW COCOA BEANS94,000 BAGS X 62.5/BAG)",1109257.50,0.00,US
,,,4/29/2010 04:39PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5/BAG)",1109257.50,0.00,US
,,,4/29/2010 06:20PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5/BAG)",1109257.50,0.00,US
,,,4/29/2010 06:20PM,1,2400,"MAIN CROP RAW COCOA BEANS(2,400 BAGS X 62.5/BAG)",665554.50,0.00,US
,,,4/29/2010 06:20PM,1,3200,"MAIN CROP RAW COCOA BEANS(3,200 BAGS X 62.5/BAG)",873093.00,0.00,US
,,,4/29/2010 06:20PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5/BAG)",1180822.50,0.00,BE
,,,4/30/2010 01:10PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5/BAG)",1180822.50,0.00,BE
,,,4/30/2010 01:10PM,1,2000,"MAIN CROP RAW COCOA BEANS(2,000 BAGS X 62.5/BAG)",508111.50,0.00,IT
,,,4/30/2010 01:10PM,1,2000,"MAIN CROP RAW COCOA BEANS(2,000 BAGS X 62.5/BAG)",601146.00,0.00,DE
,,,5/4/2010 01:39PM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),15630153.00,0.00,NL
,,,5/4/2010 01:39PM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),4767382.50,0.00,NL
,,,5/4/2010 01:39PM,1,1,MAIN CROP RAW COCOA BEANS(BULK LOADING),9434700.00,0.00,NL
,,,5/5/2010 11:50AM,1,8000,"MAIN CROP RAW COCOA BEANS(8,000 BAGS X 62.5/BAG)",2144250.00,0.00,BE
,,,5/5/2010 11:50AM,1,8000,"MAIN CROP RAW COCOA BEANS(8,000 BAGS X 62.5/BAG)",2144250.00,0.00,BE
,,,5/5/2010 03:03PM,1,8000,"MAIN CROP RAW COCOA BEANS(8,000 BAGS X 62.5/BAG)",2215725.00,0.00,BE
,,,5/22/2010 04:24PM,1,8000,"MAIN CROP RAW COCOA BEANS(8,000 BAGS X 62.5/BAG)",2215725.00,0.00,BE
,,,5/5/2010 03:03PM,1,1,MAIN CROP RAW COCOA BEANS(BULK LOADING),2144250.00,0.00,GB
,,,5/5/2010 03:03PM,1,1,MAIN CROP RAW COCOA BEANS(BULK LOADING),2215725.00,0.00,GB
,,,5/11/2010 10:12AM,1,4000,MAIN CROP RAW COCOA BEANS,1200864.00,0.00,NL
,,,5/11/2010 10:12AM,1,4000,MAIN CROP RAW COCOA BEANS,1200864.00,0.00,NL
,,,5/11/2010 10:12AM,1,4000,MAIN CROP RAW COCOA BEANS,964601.16,0.00,TR
,,,5/11/2010 10:12AM,1,4000,MAIN CROP RAW COCOA BEANS,964601.16,0.00,TR
,,,5/11/2010 10:12AM,1,4000,MAIN CROP RAW COCOA BEANS,964601.16,0.00,TR
,,,5/11/2010 10:12AM,1,4000,MAIN CROP RAW COCOA BEANS,964601.16,0.00,TR
,,,5/11/2010 10:12AM,1,4000,MAIN CROP RAW COCOA BEANS,961824.87,0.00,TR
,,,5/11/2010 10:12AM,1,4000,MAIN CROP RAW COCOA BEANS,961824.87,0.00,TR
,,,5/11/2010 10:12AM,1,4000,MAIN CROP RAW COCOA BEANS,961824.87,0.00,TR
,,,5/11/2010 10:12AM,1,4000,MAIN CROP RAW COCOA BEANS,968954.29,0.00,TR
,,,5/11/2010 10:13AM,1,1600,MAIN CROP RAW COCOA BEANS,413234.46,0.00,LK
,,,5/11/2010 10:13AM,1,3600,MAIN CROP RAW COCOA BEANS,929777.53,0.00,LK
,,,5/11/2010 10:13AM,1,4000,MAIN CROP RAW COCOA BEANS,1072200.00,0.00,SG
,,,5/11/2010 10:13AM,1,4000,MAIN CROP RAW COCOA BEANS,1072200.00,0.00,SG
,,,5/11/2010 10:13AM,1,3200,MAIN CROP RAW COCOA BEANS,857760.00,0.00,SG
,,,5/11/2010 10:13AM,1,8000,MAIN CROP RAW COCOA BEANS,214440.00,0.00,SG
,,,5/11/2010 10:13AM,1,4000,MAIN CROP RAW COCOA BEANS,1054330.00,0.00,JP
,,,5/11/2010 10:13AM,1,4000,MAIN CROP RAW COCOA BEANS,1018590.00,0.00,JP
,,,5/11/2010 10:13AM,1,4000,MAIN CROP RAW COCOA BEANS,1018590.00,0.00,JP
,,,5/11/2010 10:13AM,1,3200,MAIN CROP RAW COCOA BEANS,714800.00,0.00,JP
,,,5/11/2010 10:13AM,1,1600,MAIN CROP RAW COCOA BEANS,407436.00,0.00,JP
,,,5/11/2010 10:13AM,1,1600,MAIN CROP RAW COCOA BEANS,407436.00,0.00,JP
,,,5/11/2010 10:13AM,1,800,MAIN CROP RAW COCOA BEANS,210866.00,0.00,JP
,,,5/12/2010 08:17AM,1,3750,MAIN CROP RAW COCOA BEANS               (BULK),1105706.96,0.00,FR
,,,5/12/2010 08:17AM,1,4000,MAIN CROP RAW COCOA BEANS                (BULK),1179420.00,0.00,FR
,,,5/13/2010 09:46AM,1,4000,MAIN CROP RAW COCOA BEANS,1278770.05,0.00,MY
,,,5/13/2010 09:46AM,1,4000,MAIN CROP RAW COCOA BEANS,1157897.37,0.00,MY
,,,5/13/2010 09:46AM,1,4000,MAIN CROP RAW COCOA BEANS,994333.98,0.00,MY
,,,5/13/2010 09:46AM,1,4000,MAIN CROP RAW COCOA BEANS,1015263.32,0.00,MY
,,,5/13/2010 09:46AM,1,4000,MAIN CROP RAW COCOA BEANS,994333.98,0.00,MY
,,,5/13/2010 09:46AM,1,4000,MAIN CROP RAW COCOA BEANS,994333.98,0.00,MY
,,,5/13/2010 09:46AM,1,3200,MAIN CROP RAW COCOA BEANS,800773.28,0.00,MY
,,,5/13/2010 09:46AM,1,3200,MAIN CROP RAW COCOA BEANS,812210.08,0.00,MY
,,,5/13/2010 09:46AM,1,1600,MAIN CROP RAW COCOA BEANS,406105.04,0.00,MY
,,,5/13/2010 09:46AM,1,4000,MAIN CROP RAW COCOA BEANS,994333.98,0.00,MY
,,,5/13/2010 09:46AM,1,4000,MAIN CROP RAW COCOA BEANS,1015263.32,0.00,MY
,,,5/13/2010 09:46AM,1,4000,MAIN CROP RAW COCOA BEANS,1015263.32,0.00,MY
,,,5/13/2010 09:46AM,1,2400,MAIN CROP RAW COCOA BEANS,609158.28,0.00,MY
,,,5/13/2010 09:46AM,1,800,MAIN CROP RAW COCOA BEANS,198867.37,0.00,MY
,,,5/13/2010 09:46AM,1,800,MAIN CROP RAW COCOA BEANS,198867.37,0.00,MY
,,,5/14/2010 12:31PM,1,1600,MAIN CROP RAW COCOA BEANS(1600 BAGS X 62.5/BAG),471768.00,0.00,JP
,,,5/14/2010 12:31PM,1,800,MAIN CROP RAW COCOA BEANS(800 BAGS X 62.5/BAG),192996.00,0.00,JP
,,,5/14/2010 12:31PM,1,3200,MAIN CROP RAW COCOA BEANS(3200 BAGS X 62.5/BAG),943536.00,0.00,JP
,,,5/14/2010 12:31PM,1,3200,MAIN CROP RAW COCOA BEANS(3200 BAGS X 62.5/BAG),771984.00,0.00,JP
,,,5/14/2010 12:31PM,1,3200,MAIN CROP RAW COCOA BEANS(3200 BAGS X 62.5/BAG),771984.00,0.00,JP
,,,5/14/2010 12:31PM,1,1600,MAIN CROP RAW COCOA BEANS(1600 BAGS X 62.5/BAG),407436.00,0.00,JP
,,,5/14/2010 12:31PM,1,3200,MAIN CROP RAW COCOA BEANS(3200 BAGS X 62.5/BAG),943536.00,0.00,ES
,,,5/14/2010 12:31PM,1,1600,MAIN CROP RAW COCOA BEANS(1600 BAGS X 62.5/BAG),471768.00,0.00,ES
,,,5/14/2010 12:31PM,1,1600,MAIN CROP RAW COCOA BEANS(1600 BAGS X 62.5/BAG),471768.00,0.00,IT
,,,5/14/2010 12:31PM,1,2400,MAIN CROP RAW COCOA BEANS(2400 BAGS X 62.5/BAG),720518.40,0.00,ES
,,,5/14/2010 12:31PM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5/BAG),1200864.00,0.00,ES
,,,5/14/2010 01:49PM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5/BAG),1200864.00,0.00,ES
,,,5/14/2010 01:49PM,1,1600,MAIN CROP RAW COCOA BEANS(1600 BAGS X 62.5/BAG),471768.00,0.00,ES
,,,5/14/2010 01:49PM,1,800,MAIN CROP RAW COCOA BEANS(800 BAGS X 62.5/BAG),207292.00,0.00,ES
,,,5/17/2010 10:12AM,1,4000,MAIN CROP RAW COCOA BEANS,972128.00,0.00,BE
,,,5/17/2010 10:12AM,1,4000,MAIN CROP RAW COCOA BEANS,1258048.00,0.00,NL
,,,5/17/2010 10:12AM,1,4000,MAIN CROP RAW COCOA BEANS,1258048.00,0.00,NL
,,,5/17/2010 10:12AM,1,2400,MAIN CROP RAW  COCOA BEANS,583276.80,0.00,BE
,,,5/17/2010 10:12AM,1,4000,MAIN CROP RAW COCOA BEANS,1200864.00,0.00,NL
,,,5/17/2010 10:12AM,1,4000,MAIN CROP RAW COCOA BEANS,1200864.00,0.00,NL
,,,5/17/2010 10:12AM,1,4000,MAIN CROP RAW COCOA BEANS,1047182.00,0.00,FR
,,,5/17/2010 10:12AM,1,4000,MAIN CROP RAW COCOA BEANS,1047182.00,0.00,FR
,,,5/17/2010 10:12AM,1,4000,MAIN CROP RAW COCOA BEANS,471768.00,0.00,NL
,,,5/17/2010 01:43PM,1,1600,MAIN CROP RAW COCOA BEANS(1600 BAGS X 62.5/BAG),414584.00,0.00,ES
,,,5/18/2010 09:50AM,1,4800,MAIN CROP RAW COCOA BEANS,1240549.85,0.00,ID
,,,5/18/2010 09:50AM,1,4000,MAIN CROP RAW COCOA BEANS,1086474.01,0.00,MY
,,,5/18/2010 09:50AM,1,4000,MAIN CROP RAW COCOA BEANS,1016399.60,0.00,MY
,,,5/18/2010 09:50AM,1,4000,MAIN CROP RAW COCOA BEANS,1016399.60,0.00,MY
,,,5/18/2010 09:50AM,1,3200,MAIN CROP RAW COCOA BEANS,869167.76,0.00,MY
,,,5/18/2010 09:50AM,1,1600,MAIN CROP RAW COCOA BEANS,406559.55,0.00,MY
,,,5/18/2010 09:50AM,1,4000,MAIN CROP RAW COCOA BEANS,1055510.00,0.00,JP
,,,5/18/2010 09:50AM,1,2000,MAIN CROP RAW COCOA BEANS,509865.00,0.00,JP
,,,5/18/2010 09:50AM,1,1600,MAIN CROP RAW COCOA BEANS,407892.00,0.00,JP
,,,5/18/2010 09:50AM,1,3200,MAIN CROP RAW COCOA BEANS,772848.00,0.00,JP
,,,5/19/2010 09:43AM,1,3200,MAIN CROP RAW COCOA BEANS,772848.00,0.00,JP
,,,5/18/2010 09:50AM,1,800,MAIN CROP RAW COCOA BEANS,203230.40,0.00,JP
,,,5/19/2010 09:43AM,1,400,MAIN CROP RAW COCOA BEANS,115904.30,0.00,IL
,,,5/18/2010 09:50AM,1,400,MAIN CROP RAW COCOA BEANS,98752.80,0.00,JP
,,,5/18/2010 09:50AM,1,2400,MAIN CROP RAW COCOA BEANS,654774.00,0.00,US
,,,5/18/2010 09:50AM,1,2400,MAIN CROP RAW COCOA BEANS,654774.00,0.00,US
,,,5/18/2010 09:50AM,1,1600,MAIN CROP RAW COCOA BEANS,480883.20,0.00,US
,,,5/18/2010 11:13AM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),7084440.00,0.00,NL
,,,5/18/2010 11:13AM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),1076978.00,0.00,NL
,,,5/18/2010 11:13AM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),9646288.00,0.00,NL
,,,5/18/2010 11:13AM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),6440400.00,0.00,NL
,,,5/18/2010 11:13AM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5/BAG),1073400.00,0.00,ES
,,,5/18/2010 11:13AM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5/BAG),1073400.00,0.00,ES
,,,5/18/2010 11:13AM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5/BAG),1073400.00,0.00,ES
,,,5/19/2010 09:42AM,1,4000,MAIN CROP RAW COCOA BEANS,1091290.00,0.00,NL
,,,5/19/2010 09:42AM,1,4000,MAIN CROP RAW COCOA BEANS                (BULK),1091290.00,0.00,NL
,,,5/19/2010 09:42AM,1,4000,MAIN CROP RAW COCOA BEANS                    (BULK),1073400.00,0.00,NL
,,,5/19/2010 09:42AM,1,4000,MAIN CROP RAW COCOA BEANS                  (BULK),1073400.00,0.00,FR
,,,5/19/2010 09:42AM,1,4000,MAIN CROP RAW COCOA BEANS,1073400.00,0.00,FR
,,,5/19/2010 09:42AM,1,4000,MAIN CROP RAW COCOA BEANS                    (BULK),1073400.00,0.00,FR
,,,5/19/2010 09:42AM,1,4000,MAIN CROP RAW COCOA BEANS                    (BULK),1073400.00,0.00,FR
,,,5/19/2010 09:42AM,1,1600,MAIN CROP RAW COCOA BEANS,436516.00,0.00,NL
,,,5/19/2010 09:42AM,1,1600,MAIN CROP RAW COCOA BEANS,472296.00,0.00,DE
,,,5/19/2010 09:42AM,1,800,MAIN CROP RAW COCOA BEANS,221836.00,0.00,DE
,,,5/20/2010 08:21AM,1,3600,MAIN CROP RAW COCOA BEANS,946813.22,0.00,LK
,,,5/20/2010 08:21AM,1,1600,MAIN CROP RAW COCOA BEANS,420805.72,0.00,LK
,,,5/22/2010 04:24PM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5 KGS/BAG),980784.19,0.00,EE
,,,5/22/2010 04:24PM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5 KGS/BAG),980784.19,0.00,EE
,,,5/22/2010 04:24PM,1,3600,MAIN CROP RAW COCOA BEANS(3600 BAGS X 62.5 KGS/BAG),882705.48,0.00,EE
,,,5/22/2010 04:24PM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5 KGS/BAG),1016471.16,0.00,EE
,,,5/22/2010 04:24PM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5 KGS/BAG),1016471.16,0.00,EE
,,,5/22/2010 04:24PM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5 KGS/BAG),1016471.16,0.00,EE
,,,5/22/2010 04:24PM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5 KGS/BAG),1016471.16,0.00,EE
,,,5/22/2010 04:24PM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5 KGS/BAG),1016471.16,0.00,EE
,,,5/22/2010 04:24PM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5 KGS/BAG),1016471.16,0.00,EE
,,,5/22/2010 04:24PM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5 KGS/BAG),1016471.16,0.00,EE
,,,5/22/2010 04:24PM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5 KGS/BAG),1016471.16,0.00,EE
,,,5/22/2010 04:24PM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5 KGS/BAG),1020042.00,0.00,EE
,,,5/22/2010 04:24PM,1,400,MAIN CROP RAW COCOA BEANS(400 BAGS X 62.5 KGS/BAG),102004.49,0.00,EE
,,,5/22/2010 04:24PM,1,2400,MAIN CROP RAW COCOA BEANS(2400 BAGS X 62.5 KGS/BAG),611838.00,0.00,JP
,,,5/22/2010 04:24PM,1,400,MAIN CROP RAW COCOA BEANS(400 BAGS X 62.5 KGS/BAG),103762.00,0.00,JP
,,,5/22/2010 04:24PM,1,800,MAIN CROP RAW COCOA BEANS(800 BAGS X 62.5 KGS/BAG),207524.00,0.00,JP
,,,6/1/2010 03:13PM,1,3200,MAIN CROP RAW COCOA BEANS(3200 BAGS X 62.5 KGS/BAG),830096.00,0.00,JP
,,,5/22/2010 04:24PM,1,1600,MAIN CROP RAW COCOA BEANS(1600 BAGS X 62.5 KGS/BAG),415048.00,0.00,JP
,,,5/22/2010 04:24PM,1,3200,MAIN CROP RAW COCOA BEANS(3200 BAGS X 62.5 KGS/BAG),838683.20,0.00,JP
,,,5/22/2010 04:24PM,1,1200,MAIN CROP RAW COCOA BEANS(1200 BAGS X 62.5 KGS/BAG),354222.00,0.00,JP
,,,5/22/2010 04:24PM,1,1600,MAIN CROP RAW COCOA BEANS(1600 BAGS X 62.5 KGS/BAG),472296.00,0.00,JP
,,,5/24/2010 10:17AM,1,4000,MAIN CROP RAW COCOA BEANS,965680.73,0.00,TR
,,,5/24/2010 10:17AM,1,4000,MAIN CROP RAW COCOA BEANS,965680.73,0.00,TR
,,,5/24/2010 10:17AM,1,4000,MAIN CROP RAW COCOA BEANS,1159193.28,0.00,MY
,,,5/24/2010 10:17AM,1,4000,MAIN CROP RAW COCOA BEANS,1159193.28,0.00,MY
,,,5/24/2010 10:17AM,1,4000,MAIN CROP RAW COCOA BEANS,1016373.84,0.00,MY
,,,5/24/2010 10:17AM,1,3600,MAIN CROP RAW COCOA BEANS,914737.17,0.00,MY
,,,5/24/2010 10:17AM,1,1600,MAIN CROP RAW COCOA BEANS,436516.00,0.00,JP
,,,5/24/2010 10:17AM,1,1600,MAIN CROP RAW COCOA BEANS,436516.00,0.00,JP
,,,5/24/2010 10:17AM,1,1600,MAIN CROP RAW COCOA BEANS,436516.00,0.00,JP
,,,5/24/2010 10:17AM,1,1600,MAIN CROP RAW COCOA BEANS,472296.00,0.00,JP
,,,5/24/2010 10:17AM,1,800,MAIN CROP RAW COCOA BEANS,214680.00,0.00,JP
,,,5/24/2010 10:17AM,1,200,MAIN CROP RAW COCOA BEANS,50986.50,0.00,JP
,,,5/24/2010 10:17AM,1,800,MAIN CROP RAW COCOA BEANS,195833.96,0.00,IL
,,,5/24/2010 10:17AM,1,1200,MAIN CROP RAW COCOA BEANS,347747.25,0.00,IL
,,,5/24/2010 10:17AM,1,8000,MAIN CROP RAW COCOA BEANS,2504600.00,0.00,IR
,,,5/24/2010 10:17AM,1,8000,MAIN CROP RAW COCOA BEANS,2504600.00,0.00,IR
,,,5/24/2010 10:17AM,1,4000,MAIN CROP RAW COCOA BEANS,1159193.28,0.00,MY
,,,5/24/2010 10:17AM,1,4000,MAIN CROP RAW COCOA BEANS,1159193.28,0.00,MY
,,,5/24/2010 10:17AM,1,4000,MAIN CROP RAW COCOA BEANS,1087325.58,0.00,ID
,,,5/24/2010 10:17AM,1,800,MAIN CROP RAW COCOA BAENS,217465.12,0.00,ID
,,,5/27/2010 07:25AM,1,4000,MAIN CROP RAW COCOA BEANS,1045643.75,0.00,ES
,,,5/27/2010 10:41AM,1,250,MAIN CROP RAW COCOA BEANS                   (BULK),73606.18,0.00,FR
,,,6/1/2010 03:13PM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5 KGS/BAG),1070850.00,0.00,ES
,,,6/2/2010 10:42AM,1,2400,MAIN CROP RAW COCOA BEANS(2400 BAGS X 62.5 KGS/BAG),706761.00,0.00,IT
,,,6/1/2010 03:13PM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5 KGS/BAG),1070850.00,0.00,ES
,,,6/2/2010 10:42AM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5 KGS/BAG),1070850.00,0.00,ES
,,,6/1/2010 03:13PM,1,1600,MAIN CROP RAW COCOA BEANS(1600 BAGS X 62.5 KGS/BAG),428340.00,0.00,ES
,,,6/1/2010 03:13PM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5 KGS/BAG),1070850.00,0.00,ES
,,,6/2/2010 01:20PM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5 KGS/BAG),1070850.00,0.00,ES
,,,6/2/2010 01:20PM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAG X 62.5 KGS/BAG),1070850.00,0.00,ES
,,,6/1/2010 03:13PM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),10828435.20,0.00,NL
,,,6/1/2010 03:13PM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),7774371.00,0.00,NL
,,,6/1/2010 03:13PM,1,1,BULK MAIN CROP RAW COCOA BEANS,7774371.00,0.00,NL
,,,6/1/2010 03:13PM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),1285020.00,0.00,NL
,,,6/1/2010 03:13PM,1,1600,MAIN CROP RAW COCOA BEANS(1600 BAGS X 62.5 KGS/BAG),428340.00,0.00,ES
,,,6/1/2010 03:13PM,1,1600,MAIN CROP RAW COCOA BEANS(1600 BAGS X 62.5 KGS/BAGS),428340.00,0.00,ES
,,,6/1/2010 03:13PM,1,800,MAIN CROP RAW COCOA BEANS(800 BAGS X 62.5 KGS/BAG),214170.00,0.00,ES
,,,6/1/2010 03:13PM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5 KGS/BAG),1070850.00,0.00,ES
,,,6/2/2010 08:21AM,1,3200,MAIN CROP RAW COCOA BEANS,925200.12,0.00,TH
,,,6/2/2010 08:21AM,1,400,MAIN CROP RAW COCOA BEANS,101396.64,0.00,MY
,,,6/2/2010 08:21AM,1,4000,MAIN CROP RAW COCOA BEANS,963386.63,0.00,TR
,,,6/2/2010 08:21AM,1,4000,MAIN CROP RAW COCOA BEANS,963386.63,0.00,TR
,,,6/2/2010 08:21AM,1,3200,MAIN CROP RAW COCOA BEANS,856680.00,0.00,SG
,,,6/2/2010 08:21AM,1,800,MAIN CROP RAW COCOA BEANS,214170.00,0.00,SG
,,,6/2/2010 08:21AM,1,3000,MAIN CROP RAW COCOA BEANS,762980.63,0.00,JP
,,,6/2/2010 08:21AM,1,1600,MAIN CROP RAW COCOA BEANS,405495.20,0.00,JP
,,,6/2/2010 08:21AM,1,1600,MAIN CROP RAW COCOA BEANS,406644.58,0.00,JP
,,,6/2/2010 08:21AM,1,1600,MAIN CROP RAW COCOA BEANS,406644.58,0.00,JP
,,,6/2/2010 08:21AM,1,1600,MAIN CROP RAW COCOA BEANS,406644.58,0.00,JP
,,,6/2/2010 08:21AM,1,800,MAIN CROP RAW COCOA BEANS,203461.50,0.00,JP
,,,6/2/2010 08:21AM,1,3200,MAIN CROP RAW COCOA BEANS,942348.00,0.00,JP
,,,6/2/2010 08:21AM,1,800,MAIN CROP RAW COCOA BEANS,217739.50,0.00,JP
,,,6/2/2010 08:32AM,1,4000,MAIN CROP RAW COCOA BEANS,1070850.00,0.00,SG
,,,6/2/2010 08:32AM,1,4000,MAIN CROP RAW COCOA BEANS,1070850.00,0.00,SG
,,,6/4/2010 09:53AM,1,4000,MAIN CROP RAW COCOA BEANS,1156439.47,0.00,TR
,,,6/4/2010 09:53AM,1,4000,MAIN CROP RAW COCOA BEANS,1156439.47,0.00,TR
,,,6/4/2010 09:53AM,1,4000,MAIN CROP RAW COCOA BEANS,1156439.47,0.00,TR
,,,6/4/2010 09:53AM,1,4000,MAIN CROP RAW COCOA BAGS,1156439.47,0.00,TR
,,,6/4/2010 09:53AM,1,4000,MAIN CROP RAW COCOA BEANS,968184.04,0.00,TR
,,,6/4/2010 09:53AM,1,4000,MAIN CROP RAW COCOA BEANS,968184.04,0.00,TR
,,,6/4/2010 09:53AM,1,4000,MAIN CROP RAW COCOA BEANS,968184.04,0.00,TR
,,,6/4/2010 09:53AM,1,4000,MAIN CROP RAW COCOA BEANS,968184.04,0.00,TR
